date,mission,class,vol_init,user_label_id,B1,B2,B3,B4,B5,B7,SR_ATMOS_OPACITY,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B7,SR_CLOUD_QA,ST_ATRAN,ST_B6,ST_CDIST,ST_DRAD,ST_EMIS,ST_EMSD,ST_QA,ST_TRAD,ST_URAD,QA_PIXEL,QA_RADSAT,system:index,system:time_start,.geo,CLOUD_COVER,IMAGE_QUALITY,DATA_SOURCE_AIR_TEMPERATURE,DATA_SOURCE_ELEVATION,DATA_SOURCE_OZONE,DATA_SOURCE_PRESSURE,DATA_SOURCE_REANALYSIS,DATA_SOURCE_WATER_VAPOR,SENSOR_MODE_SLC,SR_CLOUD_QA_binary,QA_PIXEL_binary,QA_RADSAT_binary
2020-08-03,LANDSAT_7,shorelineContamination,BGS,482,0.069,0.093,0.111,0.155,0.118,0.104,0.03035,0.069,0.093,0.111,0.155,0.118,0.104,NA,7647,292.94478527,145,795,9732.5,86,319,7925,1615,5440,0,00000000000000000ab8,2020-08-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.36930377675489,46.79391347328633]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,NA,01010101000000,0
2020-08-03,LANDSAT_7,shorelineContamination,BGS,483,0.029,0.038,0.017,0.026,0.011,0.003,0.0346,0.029,0.038,0.017,0.026,0.011,0.003,32,7631,292.898642,150,797,9880,0,311,7999,1621,5504,0,00000000000000000ab9,2020-08-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.16576365006931,46.85469547974585]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2020-08-03,LANDSAT_7,shorelineContamination,BGS,484,0.02,0.024,0.011,0.092,0.024,0.003,0.0337,0.02,0.024,0.011,0.092,0.024,0.003,NA,7630,292.1466776,118,797,9876,86,337,7925,1621,5440,0,00000000000000000aba,2020-08-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.16039935150201,46.85525286737753]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,NA,01010101000000,0
2020-08-03,LANDSAT_7,shorelineContamination,BGS,485,0.057,0.089,0.106,0.136,0.132,0.114,0.0322,0.057,0.089,0.106,0.136,0.132,0.114,NA,7630,298.10428646,87,797,9716,82,351,8409,1621,5440,0,00000000000000000abb,2020-08-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.13344408563393,46.858476797439174]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,NA,01010101000000,0
2020-08-03,LANDSAT_7,shorelineContamination,BGS,486,0.05,0.085,0.098,0.119,0.086,0.072,0.0324,0.05,0.085,0.098,0.119,0.086,0.072,NA,7630,298.6067354,87,797,9755,75,350,8483,1621,5440,0,00000000000000000abc,2020-08-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.13086672522503,46.85768307745167]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,NA,01010101000000,0
2020-08-03,LANDSAT_7,shorelineContamination,BGS,487,0.063,0.096,0.115,0.132,0.112,0.08,0.0326,0.063,0.096,0.115,0.132,0.112,0.08,NA,7630,300.28498321999996,93,797,9668,118,350,8595,1622,5440,0,00000000000000000abd,2020-08-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.12850786076775,46.85706772150629]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,NA,01010101000000,0
2020-08-03,LANDSAT_7,shorelineContamination,BGS,488,0.057,0.099,0.121,0.11,0.096,0.085,0.0328,0.057,0.099,0.121,0.11,0.096,0.085,32,7629,300.27131113999997,110,797,9613,47,333,8558,1622,5440,0,00000000000000000abe,2020-08-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.1250743529566,46.856541547581976]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010101000000,0
2020-08-03,LANDSAT_7,shorelineContamination,BGS,489,0.028,0.039,0.031,0.145,0.053,0.017,0.0327,0.028,0.039,0.031,0.145,0.053,0.017,1,7631,292.19794790000003,290,796,9804,60,226,7888,1620,5440,0,00000000000000000abf,2020-08-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.0403737284464,46.88941849964903]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,000001,01010101000000,0
2020-08-03,LANDSAT_7,shorelineContamination,BGS,490,0.039,0.073,0.058,0.035,0.009,0.006,0.0325,0.039,0.073,0.058,0.035,0.009,0.006,32,7632,290.98455079999997,283,796,9876,55,230,7813,1620,5504,0,00000000000000000ac0,2020-08-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.03878628847137,46.89100148052301]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2020-08-03,LANDSAT_7,shorelineContamination,BGS,491,0.017,0.025,0.016,0.175,0.071,0.027,0.0321,0.017,0.025,0.016,0.175,0.071,0.027,1,7632,291.35027894,246,796,9880,0,250,7851,1619,5440,0,00000000000000000ac1,2020-08-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.03612420514247,46.89814496041062]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,000001,01010101000000,0
2020-08-03,LANDSAT_7,shorelineContamination,BGS,492,0.019,0.025,0.01,0.084,0.035,0.017,0.032,0.019,0.025,0.01,0.084,0.035,0.017,NA,7633,291.04949318,176,796,9799,62,298,7776,1619,5440,0,00000000000000000ac2,2020-08-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.0277589315662,46.90629173803527]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,NA,01010101000000,0
2020-08-03,LANDSAT_7,shorelineContamination,BGS,493,0.042,0.047,0.025,0.027,0.011,0.003,0.031,0.042,0.047,0.025,0.027,0.011,0.003,32,7633,289.79849786,110,796,9876,69,343,7702,1618,5504,0,00000000000000000ac3,2020-08-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.01697236611791,46.91230706535638]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2020-08-03,LANDSAT_7,other,BGS,494,0.115,0.13,0.115,0.291,0.201,0.111,0.0494,0.115,0.13,0.115,0.291,0.201,0.111,NA,7708,294.21799771999997,46,779,9880,0,392,8148,1576,5440,0,00000000000000000ac4,2020-08-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.77368627398874,46.946084755836225]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,NA,01010101000000,0
2020-08-03,LANDSAT_7,cloud,BGS,495,1.602,0.476,1.602,0.523,0.465,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00000000000000000a8a,2020-08-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.50380810093104,47.09783242378604]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,NA,NA,NA
2020-08-03,LANDSAT_7,cloud,BGS,496,1.602,0.462,0.471,0.478,0.449,0.413,0.07740000000000001,1.602,0.462,0.471,0.478,0.449,0.413,2,7652,268.00178432,0,787,9880,0,684,5842,1599,5896,0,00000000000000000ab2,2020-08-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.40553597056837,47.225951315253646]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,000010,01011100001000,0
2020-08-03,LANDSAT_7,cloud,BGS,497,1.602,1.602,1.602,0.945,1.602,0.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00000000000000000a82,2020-08-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.29987557335274,47.203370427519005]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,NA,NA,NA
2020-08-03,LANDSAT_7,cloud,BGS,498,1.602,1.602,1.602,0.721,0.629,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00000000000000000aa6,2020-08-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.76547906670358,46.985489831845534]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,NA,NA,NA
2008-09-03,LANDSAT_7,openWater,FYC,499,0.014,0.012,0.007,0.004,0.004,0.005,0.0128,0.014,0.012,0.007,0.004,0.004,0.005,32,8155,287.58020288,928,622,9880,0,212,7516,1236,5504,0,00000000000000000d8e,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.67136527986955,47.19360499621195]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,openWater,FYC,500,0.016,0.016,0.003,0.008,0.004,0.002,0.0129,0.016,0.016,0.003,0.008,0.004,0.002,32,8159,287.93567696,1268,621,9880,0,196,7553,1236,5504,0,00000000000000000d8f,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.5548400511409,47.12804729252419]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,openWater,FYC,501,0.019,0.019,0.007,0.004,0.004,0.005,0.0129,0.019,0.019,0.007,0.004,0.004,0.005,32,8162,289.4293517,597,620,9880,0,218,7702,1234,5504,0,00000000000000000d90,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.5195328889997,47.060277874713925]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,openWater,FYC,502,0.019,0.012,0.001,0.003,0.003,0.004,0.0162,0.019,0.012,0.001,0.003,0.003,0.004,32,8148,286.44883826,180,625,9880,0,293,7404,1241,5504,0,00000000000000000d91,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.9329049339573,47.29277986274165]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,openWater,FYC,503,0.02,0.018,0.006,0.004,0.009,0.002,0.0139,0.02,0.018,0.006,0.004,0.009,0.002,32,8164,289.43960576,521,620,9880,0,216,7702,1231,5504,0,00000000000000000d92,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.68354754394755,47.06882151233232]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,openWater,FYC,504,0.019,0.014,0.007,0.008,0.006,0.01,0.0131,0.019,0.014,0.007,0.008,0.006,0.01,32,8154,288.31165916,1854,623,9880,0,169,7590,1239,5504,0,00000000000000000d93,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.44152091606969,47.20802126991774]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,openWater,FYC,505,0.021,0.016,0.009,0.009,0.006,0.005,0.0127,0.021,0.016,0.009,0.009,0.006,0.005,32,8152,288.68422334,2505,624,9880,0,143,7627,1242,5504,0,00000000000000000d94,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.17098279605608,47.258373439013255]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,openWater,FYC,506,0.025,0.021,0.013,0.013,0.006,0.007,0.0122,0.025,0.021,0.013,0.013,0.006,0.007,32,8147,289.79849786,1070,626,9880,0,205,7739,1246,5504,0,00000000000000000d95,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.14008122575568,47.0655574503612]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,openWater,FYC,507,0.023,0.021,0.011,0.008,0.012,0.007,0.0129,0.023,0.021,0.011,0.008,0.012,0.007,32,8153,289.05678752,1336,624,9880,0,192,7665,1241,5504,0,00000000000000000d96,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.31861025463249,47.1473462818835]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,openWater,FYC,508,0.025,0.019,0.013,0.009,0.012,0.013,0.0123,0.025,0.019,0.013,0.009,0.012,0.013,32,8149,290.16764402,573,625,9880,0,217,7776,1244,5504,0,00000000000000000d97,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.22591446193346,47.00706296274209]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,lightNearShoreSediment,FYC,509,0.052,0.087,0.097,0.025,0.002,0.004,0.0315,0.052,0.087,0.097,0.025,0.002,0.004,32,8186,288.65346116,72,616,9876,80,367,7627,1220,5504,0,00000000000000000d98,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.83082519488761,46.69022599649056]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,lightNearShoreSediment,FYC,510,0.059,0.092,0.119,0.039,0.013,0.001,0.0317,0.059,0.092,0.119,0.039,0.013,0.001,32,8186,288.28089697999997,111,616,9876,67,341,7590,1220,5504,0,00000000000000000d99,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.82434612105693,46.69069420210116]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,lightNearShoreSediment,FYC,511,0.057,0.107,0.166,0.077,0.007,0.004,0.0318,0.057,0.107,0.166,0.077,0.007,0.004,32,8185,288.65687918000003,86,616,9876,87,358,7627,1221,5504,0,00000000000000000d9a,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.79046587125285,46.69528707618621]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,lightNearShoreSediment,FYC,512,0.066,0.114,0.146,0.07,0.021,0.016,0.0348,0.066,0.114,0.146,0.07,0.021,0.016,32,8181,289.40542556,17,617,9876,55,531.5,7702,1223,5504,0,00000000000000000d9b,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.62266543951063,46.74355684508977]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,lightNearShoreSediment,FYC,513,0.05,0.075,0.105,0.043,0.007,0.005,0.0345,0.05,0.075,0.105,0.043,0.007,0.005,32,8180,289.77798974,59,617,9876,64,374,7739,1224,5504,0,00000000000000000d9c,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.59082299888797,46.754539610984395]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,lightNearShoreSediment,FYC,514,0.034,0.056,0.053,0.047,0.017,0.007,0.0193,0.034,0.056,0.053,0.047,0.017,0.007,32,8175,289.03969742000004,318,618,9876,38,214,7665,1227,5504,0,00000000000000000d9d,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.04011955968636,46.89006061020073]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,lightNearShoreSediment,FYC,515,0.03,0.054,0.049,0.052,0.019,0.007,0.0192,0.03,0.054,0.049,0.052,0.019,0.007,NA,8175,289.41226159999997,335,618,9876,48,215,7702,1227,5504,0,00000000000000000d9e,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.03747977186272,46.89312401262445]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,NA,01010110000000,0
2008-09-03,LANDSAT_7,offShoreSediment,FYC,516,0.052,0.076,0.065,0.016,0.002,0.004,0.0319,0.052,0.076,0.065,0.016,0.002,0.004,32,8185,289.00551722,93,616,9880,0,349,7665,1221,5504,0,00000000000000000d9f,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.7946663444452,46.69538963551045]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,offShoreSediment,FYC,517,0.037,0.048,0.017,0.006,0.002,0.001,0.032,0.037,0.048,0.017,0.006,0.002,0.001,32,8185,290.1129557,136,616,9880,0,319,7776,1221,5504,0,00000000000000000da0,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.82174646514278,46.69774404086667]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,offShoreSediment,FYC,518,0.032,0.037,0.014,0.006,0.007,0.006,0.0327,0.032,0.037,0.014,0.006,0.007,0.006,32,8183,290.48551987999997,9,617,9880,0,566,7813,1222,7440,0,00000000000000000da1,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.71283738101341,46.72309848945656]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01110100010000,0
2008-09-03,LANDSAT_7,offShoreSediment,FYC,519,0.023,0.03,0.006,0.006,0.002,-0.005,0.0319,0.023,0.03,0.006,0.006,0.002,-0.005,36,8184,290.48551987999997,47,616,9880,0,389,7813,1222,5504,0,00000000000000000da2,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.74570541487837,46.71537978553304]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100100,01010110000000,0
2008-09-03,LANDSAT_7,offShoreSediment,FYC,520,0.025,0.028,0.005,0.005,0.003,0.002,0.03375,0.025,0.028,0.005,0.005,0.003,0.002,32,8182,290.85466604,26,617,9880,0,487,7851,1223,5504,0,00000000000000000da3,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.65259046668031,46.74078774333557]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,offShoreSediment,FYC,521,0.039,0.042,0.019,0.011,0.003,0.007,0.0197,0.039,0.042,0.019,0.011,0.003,0.007,32,8175,290.49577394,326,618,9880,0,213,7813,1227,5504,0,00000000000000000da4,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.04685280227706,46.88665831609695]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01010110000000,0
2008-09-03,LANDSAT_7,offShoreSediment,FYC,522,0.031,0.048,0.027,0.01,0.003,0.004,0.0207,0.031,0.048,0.027,0.01,0.003,0.004,32,8175,290.88542822,262,618,9876,52,238,7851,1227,7440,0,00000000000000000da5,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.06072952475539,46.88039327911686]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,100000,01110100010000,0
2008-09-03,LANDSAT_7,cloud,FYC,523,0.32,0.331,0.338,0.337,0.341,0.328,0.0322,0.32,0.331,0.338,0.337,0.341,0.328,2,8179,276.41694956,0,617,9880,0,646,6474,1223,5896,0,00000000000000000da7,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.83659527165075,46.82764657275565]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,000010,01011100001000,0
2008-09-03,LANDSAT_7,cloud,FYC,524,0.323,0.328,0.339,0.348,0.32,0.267,0.03425,0.323,0.328,0.339,0.348,0.32,0.267,2,8178,274.72844768,0,617,9880,0,652,6325,1224,5896,0,00000000000000000da8,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.72467183520926,46.867096239775485]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,000010,01011100001000,0
2008-09-03,LANDSAT_7,cloud,FYC,525,0.33,0.331,0.351,0.353,0.338,0.318,0.0309,0.33,0.331,0.351,0.353,0.338,0.318,2,8176,275.58295268,0,618,9880,0,649,6400,1225,5896,0,00000000000000000da9,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.69171461932324,46.96887076221933]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,000010,01011100001000,0
2008-09-03,LANDSAT_7,cloud,FYC,526,0.422,0.431,0.437,0.448,0.418,0.365,0.0357,0.422,0.431,0.437,0.448,0.418,0.365,2,8177,274.72844768,0,618,9880,0,652,6325,1225,5896,0,00000000000000000daa,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.63544076402876,46.913658172975566]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,000010,01011100001000,0
2008-09-03,LANDSAT_7,cloud,FYC,527,0.141,0.146,0.153,0.156,0.164,0.164,0.0199,0.141,0.146,0.153,0.156,0.164,0.164,8,8160,278.51903186,0,621,9880,0,640,6660,1233,5896,0,00000000000000000dab,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.19365532715861,47.08751406394837]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,001000,01011100001000,0
2008-09-03,LANDSAT_7,cloud,FYC,528,0.254,0.265,0.272,0.271,0.278,0.247,0.0245,0.254,0.265,0.272,0.271,0.278,0.247,2,8153,276.45112976,0,623,9880,0,646,6474,1237,5896,0,00000000000000000dac,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.3718410052543,47.07395393764484]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,000010,01011100001000,0
2008-09-03,LANDSAT_7,cloud,FYC,529,0.277,0.285,0.29,0.306,0.31,0.28,0.0351,0.277,0.285,0.29,0.306,0.31,0.28,2,8177,276.82711196,0,618,9880,0,645,6511,1225,5896,0,00000000000000000dad,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.35118644917475,46.82423536044977]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,000010,01011100001000,0
2008-09-03,LANDSAT_7,cloud,FYC,530,0.253,0.251,0.267,0.268,0.281,0.256,0.0274,0.253,0.251,0.267,0.268,0.281,0.256,2,8176,276.42036758,0,618,9880,0,646,6474,1225,5896,0,00000000000000000dae,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.54001600148501,46.96453205689433]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,000010,01011100001000,0
2008-09-03,LANDSAT_7,cloud,FYC,531,0.15,0.155,0.159,0.169,0.169,0.18,0.0159,0.15,0.155,0.159,0.169,0.169,0.18,8,8163,278.51903186,0,620,9880,0,640,6660,1232,5896,0,00000000000000000daf,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.13351989035183,47.02307113552396]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,001000,01011100001000,0
2008-09-03,LANDSAT_7,cloud,FYC,532,0.295,0.318,0.334,0.345,0.362,0.346,0.0142,0.295,0.318,0.334,0.345,0.362,0.346,2,8159,276.02045924,0,621,9880,0,648,6437,1234,5896,0,00000000000000000db0,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.95751917177232,47.02624601547403]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,000010,01011100001000,0
2008-09-03,LANDSAT_7,cloud,FYC,533,0.092,0.099,0.097,0.102,0.109,0.127,0.0144,0.092,0.099,0.097,0.102,0.109,0.127,NA,8159,281.75589679999996,0,621,9880,0,631,6958,1234,5896,0,00000000000000000db1,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.00639983752019,47.046940703463065]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,NA,01011100001000,0
2008-09-03,LANDSAT_7,cloud,FYC,534,0.096,0.101,0.097,0.116,0.126,0.128,0.0174,0.096,0.101,0.097,0.116,0.126,0.128,8,8150,279.74951906,0,624,9880,0,636,6772,1240,5896,0,00000000000000000db2,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.9986499198893,47.23389743333088]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,001000,01011100001000,0
2008-09-03,LANDSAT_7,cloud,FYC,535,0.058,0.053,0.05,0.057,0.058,0.066,0.0171,0.058,0.053,0.05,0.057,0.058,0.066,NA,8149,282.9522038,0,624,9880,0,627,7069,1240,5896,0,00000000000000000db3,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.95607442303101,47.253009140445954]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,NA,01011100001000,0
2008-09-03,LANDSAT_7,cloud,FYC,536,0.055,0.051,0.049,0.053,0.058,0.071,0.0143,0.055,0.051,0.049,0.053,0.058,0.071,NA,8160,285.28329343999997,0,621,9880,0,621,7293,1234,5896,0,00000000000000000db4,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.82836130975926,47.06298008995231]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,NA,01011100001000,0
2008-09-03,LANDSAT_7,cloud,FYC,537,0.377,0.392,0.409,0.406,0.41,0.409,0.012,0.377,0.392,0.409,0.406,0.41,0.409,40,8148,279.2607422,0,627,9880,0,638,6734,1249,5896,0,00000000000000000db5,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.29092369619164,46.9003789700384]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,101000,01011100001000,0
2008-09-03,LANDSAT_7,cloud,FYC,538,0.353,0.369,0.39,0.393,0.399,0.378,0.012,0.353,0.369,0.39,0.393,0.399,0.378,2,8145,278.02000094,0,628,9880,0,642,6623,1251,5896,0,00000000000000000db6,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.21505209176726,46.879028794194504]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,000010,01011100001000,0
2008-09-03,LANDSAT_7,cloud,FYC,539,0.225,0.236,0.241,0.25,0.258,0.246,0.012,0.225,0.236,0.241,0.25,0.258,0.246,2,8145,279.25390616,0,628,9880,0,638,6734,1251,5896,0,00000000000000000db7,2008-09-03T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.23290633238527,46.87386515517461]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,OFF,000010,01011100001000,0
