date,mission,class,vol_init,user_label_id,B2,B3,B4,B5,B6,B7,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_QA_AEROSOL,ST_ATRAN,ST_B10,ST_CDIST,ST_DRAD,ST_EMIS,ST_EMSD,ST_QA,ST_TRAD,ST_URAD,cirrus_conf,high_conf_cirrus,QA_PIXEL,QA_RADSAT,system:index,B11,B12,B8,system:time_start,.geo,CLOUD_COVER,IMAGE_QUALITY_OLI,IMAGE_QUALITY_TIRS,DATA_SOURCE_AIR_TEMPERATURE,DATA_SOURCE_ELEVATION,DATA_SOURCE_OZONE,DATA_SOURCE_PRESSURE,DATA_SOURCE_REANALYSIS,DATA_SOURCE_TIRS_STRAY_LIGHT_CORRECTION,DATA_SOURCE_WATER_VAPOR,NADIR_OFFNADIR,SR_QA_AEROSOL_binary,QA_PIXEL_binary,QA_RADSAT_binary
2014-05-23,LANDSAT_8,cloud,FYC,455,0.48542,0.52295,0.51409,0.34546,-0.01354,0.00369,0.45212,0.48542,0.52295,0.51409,0.34546,-0.01354,0.00369,176,8306,273.88419674,1216.5,579,9880,0,198,6302,1133,1,0,30048,0,00000000000000000e3f,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.53928224756542,46.718108755377756]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,10110000,0111010101100000,0
2014-05-23,LANDSAT_8,cloud,FYC,456,0.33477,0.3602,0.35963,0.27506,0.00457,0.00771,0.32071,0.33477,0.3602,0.35963,0.27506,0.00457,0.00771,48.5,8338,274.08927794,2786,567,9880,0,136,6316,1108,1,0,30048,0,00000000000000000e40,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.19836167652421,46.72046316073397]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,00110000,0111010101100000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,457,0.01711,0.03834,0.03694,0.10894,0.08083,0.04764,0.009,0.01711,0.03834,0.03694,0.10894,0.08083,0.04764,164,8200,285.01668788,1888,610,9777,100,172,7315,1205,1,0,21824,0,00000000000000000e41,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.96501492064317,46.94379277789475]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,10100100,0101010101000000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,458,0.03053,0.04623,0.04123,0.10932,0.06856,0.04073,0.02608,0.03053,0.04623,0.04123,0.10932,0.06856,0.04073,96,8200,284.56892726,1843,610,9789,75,169,7278,1204,1,0,21824,0,00000000000000000e42,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.96034178273915,46.94097462602898]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100000,0101010101000000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,459,0.01544,0.03243,0.02638,0.13368,0.0788,0.0437,0.01076,0.01544,0.03243,0.02638,0.13368,0.0788,0.0437,66,8199,284.09040446,1905,611,9823,74,166,7249,1205,1,0,21824,0,00000000000000000e43,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.97031233269466,46.94309715813042]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01000010,0101010101000000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,460,0.01794,0.03053,0.02718,0.06562,0.05594,0.03598,0.01478,0.01794,0.03053,0.02718,0.06562,0.05594,0.03598,100,8197,286.0967822,1853,612,9795,76,169,7435,1207,1,0,21824,0,00000000000000000e44,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.01217883248547,46.91324793567865]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100100,0101010101000000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,461,0.04079,0.06547,0.07596,0.05739,0.03984,0.03342,0.03534,0.04079,0.06547,0.07596,0.05739,0.03984,0.03342,96,8296,286.55650589000004,1836.5,586,9749,52,168,7468,1146,1,0,21952,0,00000000000000000e45,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.56239822742648,46.58845593314776]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100000,0101010111000000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,462,0.02355,0.04725,0.0476,0.01211,0.00481,0.00538,0.01736,0.02355,0.04725,0.0476,0.01211,0.00481,0.00538,80,8302,282.44975486,2081,583,9904,97,163,7141,1140,1,0,21952,0,00000000000000000e46,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.50756466177226,46.589963109303824]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01010000,0101010111000000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,463,0.0295,0.05084,0.06449,0.07709,0.06256,0.04574,0.02351,0.0295,0.05084,0.06449,0.07709,0.06256,0.04574,82,8302,285.90195506000003,2097.5,583,9722,141,175,7384,1140,1,0,21824,0,00000000000000000e47,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.50520579731499,46.589682185937455]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01010010,0101010101000000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,464,0.02539,0.05272,0.06734,0.05206,0.0581,0.04353,0.01766,0.02539,0.05272,0.06734,0.05206,0.0581,0.04353,82,8302,285.44906741,2105.5,583,9732,120,169.5,7344.5,1140,1,0,21952,0,00000000000000000e48,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.50400629913162,46.58928086684265]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01010010,0101010111000000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,465,0.03675,0.06449,0.09389,0.11569,0.12007,0.09941,0.02934,0.03675,0.06449,0.09389,0.11569,0.12007,0.09941,82,8302,287.34948653,2118.5,583,9757,103,165.5,7553.5,1140,1,0,21824,0,00000000000000000e49,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.50279788274612,46.588540656067764]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01010010,0101010101000000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,466,0.01858,0.03555,0.03071,0.08482,0.06968,0.04529,0.01186,0.01858,0.03555,0.03071,0.08482,0.06968,0.04529,98,8190,287.25036395,981.5,614,9794,71,223.5,7552,1213,1,0,21824,0,00000000000000000e4a,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.15133399906036,46.856742207129386]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100010,0101010101000000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,467,0.01706,0.0336,0.01721,0.02927,0.02213,0.01454,0.00984,0.01706,0.0336,0.01721,0.02927,0.02213,0.01454,132,8190,285.14315462,973,614,9904,71,226.5,7401.5,1213,1,0,21952,0,00000000000000000e4b,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.15264943387112,46.85629183792299]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,10000100,0101010111000000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,468,0.04006,0.06261,0.074,0.17668,0.2043,0.13242,0.03221,0.04006,0.06261,0.074,0.17668,0.2043,0.13242,96,8190,287.7545219,1041,614,9781.5,79,202,7596,1213,1,0,21824,0,00000000000000000e4c,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.1477667182176,46.86225365603144]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100000,0101010101000000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,469,0.02972,0.05205,0.04707,0.0735,0.08241,0.06397,0.02092,0.02972,0.05205,0.04707,0.0735,0.08241,0.06397,100,8190,284.07331436000004,1109,614,9880,0,192,7280,1213,1,0,21824,0,00000000000000000e4d,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.13362690877712,46.868937848510555]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100100,0101010101000000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,470,0.0278,0.04311,0.04833,0.14458,0.12238,0.07496,0.0221,0.0278,0.04311,0.04833,0.14458,0.12238,0.07496,98,8189,284.77400846,1130,614,9773.5,88,191.5,7289.5,1213,1,0,21824,0,00000000000000000e4e,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.13876825229174,46.87335681765452]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100010,0101010101000000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,471,0.02588,0.04035,0.0357,0.0727,0.06642,0.04357,0.02011,0.02588,0.04035,0.0357,0.0727,0.06642,0.04357,80,8136,283.47345185,457.5,634,9755.5,76,254,7156,1256,1,0,21824,0,00000000000000000e4f,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.28720280815885,46.83382242771467]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01010000,0101010101000000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,472,0.04028,0.05979,0.07252,0.08629,0.09547,0.07456,0.0343,0.04028,0.05979,0.07252,0.08629,0.09547,0.07456,82,8136,284.99276174,452.5,634,9721,93,267.5,7286,1256,1,0,21824,0,00000000000000000e50,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.28225766509057,46.83313126705139]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01010010,0101010101000000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,473,0.05751,0.08105,0.09442,0.14448,0.1664,0.12986,0.04635,0.05751,0.08105,0.09442,0.14448,0.1664,0.12986,130,8067,290.27531165,726.5,663,9880,0,275.5,7924.5,1317,1,0,21824,0,00000000000000000e51,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.93440119415703,46.874435920109455]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,10000010,0101010101000000,0
2014-05-23,LANDSAT_8,shorelineContamination,FYC,474,0.01344,0.02483,0.0144,0.00168,0.00852,0.00937,0.0068,0.01344,0.02483,0.0144,0.00168,0.00852,0.00937,117,8096,285.61996840999996,162.5,657,9880,0,297.5,7456,1304,1,0,21952,0,00000000000000000e52,NA,NA,NA,2014-05-23T00:00:00Z,"{""type"":""Point"",""coordinates"":[-92.08218472127034,46.796062759994086]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01110101,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,475,0.01219,0.01109,-1.3e-4,-6.9e-4,0.00163,0.00184,0.00923,0.01219,0.01109,-1.3e-4,-6.9e-4,0.00163,0.00184,100,6549,292.37226692,954.5,1255,9880,0,227,8255,2707,1,0,21952,0,00000000000000001996,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.80823538895083,46.78365754086341]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100100,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,476,0.00707,0.00871,-0.00208,-0.00204,0.00199,0.00312,0.00236,0.00707,0.00871,-0.00208,-0.00204,0.00199,0.00312,164,6546,293.67111452,572.5,1255,9880,0,240,8367,2708,1,0,21952,0,00000000000000001997,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.8550960819215,46.810447819992504]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,10100100,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,477,0.00633,0.00789,-0.00299,-0.00243,0.00201,0.00314,5.3e-4,0.00633,0.00789,-0.00299,-0.00243,0.00201,0.00314,164,6549,291.92108828,933,1254,9880,0,228,8216,2707,1,0,21952,0,00000000000000001998,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.74471995354556,46.81597264619773]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,10100100,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,478,0.01262,0.01161,6.5e-4,-5.3e-4,2e-4,6e-4,0.01119,0.01262,0.01161,6.5e-4,-5.3e-4,2e-4,6e-4,85,6548,293.63693432,705,1255,9880,0,232,8365,2708,1,0,21952,0,00000000000000001999,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.86883011316611,46.7747215023523]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01010101,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,479,0.01231,0.01117,9.6e-4,-7.1e-4,3.7e-4,4.7e-4,0.01059,0.01231,0.01117,9.6e-4,-7.1e-4,3.7e-4,4.7e-4,100,6548,293.23360796,755.5,1255,9880,0,230.5,8330,2708,1,0,21952,0,0000000000000000199a,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.87089021785282,46.75873116597465]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100100,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,480,0.00743,0.00977,3.4e-4,0.00157,0.00686,0.00721,0.00155,0.00743,0.00977,3.4e-4,0.00157,0.00686,0.00721,164,6592,291.873236,1338,1239,9880,0,222,8211,2671,1,0,21952,0,0000000000000000199b,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.3388347392567,47.00010676509873]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,10100100,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,481,0.00696,0.0082,9e-5,0.00215,0.00793,0.00798,0.00212,0.00696,0.0082,9e-5,0.00215,0.00793,0.00798,164,6580,292.10566136,1151,1243,9880,0,224,8231,2680,1,0,21952,0,0000000000000000199c,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.34261159784896,47.04761402772213]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,10100100,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,482,0.00828,0.01103,0.00215,0.00322,0.01024,0.01032,0.001,0.00828,0.01103,0.00215,0.00322,0.01024,0.01032,128,6631,290.45475769999996,792,1226,9880,0,230,8091,2640,1,0,21952,0,0000000000000000199d,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.25780841401453,47.004320615594224]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,10000000,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,483,0.00735,0.00867,5.9e-4,0.00331,0.00856,0.0085,0.00199,0.00735,0.00867,5.9e-4,0.00331,0.00856,0.0085,160,6604,291.6339746,661,1235,9880,0,235,8192,2661,1,0,21952,0,0000000000000000199e,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.26501878041795,47.03895891257739]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,10100000,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,484,0.00823,0.01214,0.00303,0.00408,0.00922,0.00906,0.00171,0.00823,0.01214,0.00303,0.00408,0.00922,0.00906,160,6623,287.07775394,768,1228,9880,0,233,7806,2647,1,0,21952,0,0000000000000000199f,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.14863178382197,46.98628801093409]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,10100000,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,485,0.01124,0.00712,-9.6e-4,-7.2e-4,9.8e-4,0.00146,0.01031,0.01124,0.00712,-9.6e-4,-7.2e-4,9.8e-4,0.00146,100,6579,294.88451162,1331,1236,9880,0,220,8472,2678,1,0,21952,0,000000000000000019a0,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.54956493459467,46.73547695398092]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100100,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,486,0.01106,0.00786,-5.4e-4,-9e-4,4.3e-4,3e-4,0.00992,0.01106,0.00786,-5.4e-4,-9e-4,4.3e-4,3e-4,100,6578,295.00756034,963,1238,9880,0,225,8484,2680,1,0,21952,0,000000000000000019a1,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.6165138778111,46.714764429587674]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100100,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,487,0.01163,0.00791,3e-4,3.9e-4,0.00201,0.00173,0.00991,0.01163,0.00791,3e-4,3.9e-4,0.00201,0.00173,85,6573,294.2487599,1132,1239,9880,0,223,8416,2684,1,0,21952,0,000000000000000019a2,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.49909682887177,46.695224648771465]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01010101,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,488,0.00791,0.00604,-4.1e-4,1.9e-4,0.00338,0.00441,0.00547,0.00791,0.00604,-4.1e-4,1.9e-4,0.00338,0.00441,132,6574,292.79097436999996,1844,1237,9880,0,215,8287,2681,1,0,21952,0,000000000000000019a3,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.41807496273066,46.730772602369534]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,10000100,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,489,0.00608,0.00771,4.8e-4,0.00177,0.00815,0.00839,0.00116,0.00608,0.00771,4.8e-4,0.00177,0.00815,0.00839,82.5,6581,294.16672742000003,1528,1234,9880,0,218,8408,2675,1,0,21952,0,000000000000000019a4,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.45618244033341,46.769348285582886]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01010010,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,490,0.01282,0.00773,6e-5,-5.4e-4,4.5e-4,8.1e-4,0.01018,0.01282,0.00773,6e-5,-5.4e-4,4.5e-4,8.1e-4,100,6597,292.97042042,592,1227,9880,0,238,8301,2660,1,0,21952,0,000000000000000019a5,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.36605508984115,46.90769189576606]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100100,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,491,0.01208,0.0082,2.3e-4,-7.1e-4,7e-4,0.00102,0.01167,0.01208,0.0082,2.3e-4,-7.1e-4,7e-4,0.00102,100,6598,293.23360796,569,1227,9880,0,239,8324,2659,1,0,21952,0,000000000000000019a6,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.3691452468712,46.90956917730956]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100100,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,492,0.01258,0.00784,2e-4,-3.5e-4,5e-4,9.1e-4,0.01043,0.01258,0.00784,2e-4,-3.5e-4,5e-4,9.1e-4,100,6597,292.898642,602,1227,9880,0,238,8294,2660,1,0,21952,0,000000000000000019a7,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.3645568318872,46.909390813267414]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100100,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,493,0.01271,0.00784,4.8e-4,-7e-5,0.00105,9.7e-4,0.01156,0.01271,0.00784,4.8e-4,-7e-5,0.00105,9.7e-4,100,6598,292.99776457999997,583,1227,9880,0,239,8303,2659,1,0,21952,0,000000000000000019a8,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.36738836105614,46.91096041683823]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100100,0101010111000000,0
2020-07-10,LANDSAT_8,openWater,MRB,494,0.01183,0.00768,1.2e-4,-6.3e-4,7.2e-4,6.7e-4,0.01158,0.01183,0.00768,1.2e-4,-6.3e-4,7.2e-4,6.7e-4,100,6597,292.89522397999997,615,1227,9880,0,237,8294,2660,1,0,21952,0,000000000000000019a9,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.36307641033746,46.90603311017418]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100100,0101010111000000,0
2020-07-10,LANDSAT_8,lightNearShoreSediment,MRB,495,0.05321,0.09591,0.12431,0.02839,0.00888,0.0071,0.04287,0.05321,0.09591,0.12431,0.02839,0.00888,0.0071,80,6553,293.88815879,951.5,1254,9904,63,229,8399.5,2704,1,0,21952,0,000000000000000019aa,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.61854523013724,46.74495254371949]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01010000,0101010111000000,0
2020-07-10,LANDSAT_8,lightNearShoreSediment,MRB,496,0.05514,0.09637,0.11999,0.02659,0.00993,0.00742,0.04513,0.05514,0.09637,0.11999,0.02659,0.00993,0.00742,96,6556,293.66256947,952,1253,9904,47,228,8379.5,2702,1,0,21952,0,000000000000000019ab,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.61953069147006,46.74473404776788]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100000,0101010111000000,0
2020-07-10,LANDSAT_8,lightNearShoreSediment,MRB,497,0.05644,0.09648,0.11749,0.02663,0.00912,0.00701,0.04805,0.05644,0.09648,0.11749,0.02663,0.00912,0.00701,96,6553,293.67282353,952,1254,9904,54,228,8380.5,2704,1,0,21952,0,000000000000000019ac,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.6207524851587,46.74427921946042]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100000,0101010111000000,0
2020-07-10,LANDSAT_8,lightNearShoreSediment,MRB,498,0.0423,0.07723,0.06243,0.0097,0.00659,0.00577,0.03046,0.0423,0.07723,0.06243,0.0097,0.00659,0.00577,96,6554,293.10543221,962,1253,9880,0,227,8319.5,2703,1,0,21952,0,000000000000000019ad,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.62045372538813,46.745220089782705]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100000,0101010111000000,0
2020-07-10,LANDSAT_8,lightNearShoreSediment,MRB,499,0.0394,0.07038,0.06749,0.01541,0.00896,0.00691,0.03027,0.0394,0.07038,0.06749,0.01541,0.00896,0.00691,96,6555,292.77559328,957,1253,9904,65,229.5,8303,2702,1,0,21952,0,000000000000000019ae,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.57195654233085,46.75768773632814]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100000,0101010111000000,0
2020-07-10,LANDSAT_8,lightNearShoreSediment,MRB,500,0.05587,0.09061,0.10332,0.0278,0.01417,0.01124,0.04731,0.05587,0.09061,0.10332,0.0278,0.01417,0.01124,80,6567,291.35198794999997,774,1249,9880,0,230,8168,2693,1,0,21952,0,000000000000000019af,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.40962296848015,46.79421223305691]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01010000,0101010111000000,0
2020-07-10,LANDSAT_8,lightNearShoreSediment,MRB,501,0.0534,0.09023,0.10188,0.02683,0.01361,0.01146,0.04333,0.0534,0.09023,0.10188,0.02683,0.01361,0.01146,96,6567,291.30755369,781.5,1249,9904,94,235.5,8175.5,2693,1,0,21952,0,000000000000000019b0,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.40893626691792,46.79466706136436]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100000,0101010111000000,0
2020-07-10,LANDSAT_8,lightNearShoreSediment,MRB,502,0.05019,0.08594,0.09851,0.02205,0.01014,0.00818,0.03972,0.05019,0.08594,0.09851,0.02205,0.01014,0.00818,80,6567,290.92302644,788,1249,9880,0,230,8131,2693,1,0,21952,0,000000000000000019b1,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.40839671569046,46.79519769438972]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01010000,0101010111000000,0
2020-07-10,LANDSAT_8,lightNearShoreSediment,MRB,503,0.04272,0.07977,0.08995,0.01472,0.00475,0.00373,0.0329,0.04272,0.07977,0.08995,0.01472,0.00475,0.00373,96,6567,290.85466604,793.5,1249,9880,0,230,8125,2693,1,0,21952,0,000000000000000019b2,NA,NA,NA,2020-07-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.40745584536818,46.79540281303819]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,TIRS,MODIS,NADIR,01100000,0101010111000000,0
