date,mission,class,vol_init,user_label_id,B2,B3,B4,B5,B6,B7,B8,B11,B12,SR_B1,SR_B11,SR_B12,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_B8,SR_B8A,SR_B9,cirrus,opaque_cloud,QA10,QA20,QA60,MSK_CLDPRB,MSK_SNWPRB,system:index,AOT,SCL,TCI_B,TCI_G,TCI_R,WVP,system:time_start,.geo,AOT_RETRIEVAL_ACCURACY,CLOUDY_PIXEL_PERCENTAGE,CLOUD_COVERAGE_ASSESSMENT,CLOUD_SHADOW_PERCENTAGE,DARK_FEATURES_PERCENTAGE,HIGH_PROBA_CLOUDS_PERCENTAGE,MEDIUM_PROBA_CLOUDS_PERCENTAGE,NODATA_PIXEL_PERCENTAGE,SATURATED_DEFECTIVE_PIXEL_PERCENTAGE,SNOW_ICE_PERCENTAGE,THIN_CIRRUS_PERCENTAGE,WATER_VAPOUR_RETRIEVAL_ACCURACY,GENERAL_QUALITY,GEOMETRIC_QUALITY,RADIOMETRIC_QUALITY,QA10_binary,QA20_binary,QA60_binary
2020-09-28,Sentinel-2A,openWater,BJM,282,0.0192,0.0147,0.0029,0.0028,0.0018,1e-4,0.0012,29,39,0.0201,0.0029,0.0039,0.0192,0.0147,0.0029,0.0028,0.0018,1e-4,0.0012,6e-4,1e-4,0,0,0,0,0,0,0,00000000000000000ba0,198,6,20,16,4,1315,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.13807908938269,46.944510693164354]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2020-09-28,Sentinel-2A,lightNearShoreSediment,BJM,283,0.0571,0.0686,0.0578,0.063,0.0645,0.067,0.0773,973,900,0.043,0.0973,0.09,0.0571,0.0686,0.0578,0.063,0.0645,0.067,0.0773,0.0702,0.0766,0,1024,0,0,1024,0,0,00000000000000000ba1,198,10,59,70,59,740,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.67418789083638,46.65538258085892]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,284,0.3706,0.3734,0.3697,0.3789,0.3751,0.373,0.3902,2735,1984,0.3737,0.2735,0.1984,0.3706,0.3734,0.3697,0.3789,0.3751,0.373,0.3902,0.3712,0.3583,0,1024,0,0,1024,100,0,00000000000000000ba2,140,9,255,255,255,682,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-92.01159715159429,46.77870793869408]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,285,0.6983,0.7017,0.7101,0.733,0.7136,0.7041,0.7338,5684,4230,0.7047,0.5684,0.423,0.6983,0.7017,0.7101,0.733,0.7136,0.7041,0.7338,0.6964,0.7994,0,1024,0,0,1024,100,0,00000000000000000ba3,140,9,255,255,255,682,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.87564361957578,46.73636877419161]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,286,0.6734,0.6671,0.6637,0.6878,0.677,0.6661,0.7024,5444,4929,0.7001,0.5444,0.4929,0.6734,0.6671,0.6637,0.6878,0.677,0.6661,0.7024,0.6584,0.9589,0,1024,0,0,1024,100,0,00000000000000000ba4,140,9,255,255,255,682,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.77470294902892,46.74013225548072]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,287,0.4996,0.4873,0.4912,0.5095,0.4971,0.4972,0.5213,4345,3719,0.4991,0.4345,0.3719,0.4996,0.4873,0.4912,0.5095,0.4971,0.4972,0.5213,0.5005,0.6228,0,1024,0,0,1024,100,0,00000000000000000ba5,140,9,255,255,255,682,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.8516090648977,46.79140299939325]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,288,0.5764,0.5505,0.5361,0.5429,0.5175,0.5083,0.5859,3796,2820,0.4996,0.3796,0.282,0.5764,0.5505,0.5361,0.5429,0.5175,0.5083,0.5859,0.494,0.5553,0,1024,0,0,1024,100,0,00000000000000000ba6,140,9,255,255,255,682,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.75616646594975,46.823361376643284]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,289,0.6417,0.6257,0.6157,0.6389,0.6135,0.6037,0.6334,5221.5,4667,0.6558,0.5222,0.4667,0.6417,0.6257,0.6157,0.6389,0.6135,0.6037,0.6334,0.5932,0.8473,0,1024,0,0,1024,100,0,00000000000000000ba7,169,9,255,255,255,822,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.780883263089,46.8712610401594]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,290,0.721,0.6819,0.6572,0.6775,0.6488,0.6429,0.6647,5003,4554,0.7766,0.4999,0.4556,0.7159,0.6778,0.6535,0.6767,0.6488,0.6429,0.6637,0.6492,0.9685,0,1024,0,0,1024,100,0,00000000000000000ba8,183.5,9,255,255,255,879.5,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.67170663289643,46.872670116092294]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,291,0.7293,0.7182,0.7084,0.7277,0.7006,0.6899,0.7244,4404.5,4043.5,0.7485,0.4422,0.4144,0.7288,0.7176,0.7084,0.7288,0.7084,0.6904,0.7206,0.6814,0.8978,0,1024,0,0,1024,100,0,00000000000000000ba9,169,9,255,255,255,711,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.65591695606618,46.79516202158129]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,292,0.8728,0.8496,0.8432,0.8684,0.838,0.8231,0.8664,5230,4489,0.8837,0.523,0.4489,0.8728,0.8496,0.8432,0.8684,0.838,0.8231,0.8664,0.8047,1.0598,0,1024,0,0,1024,100,0,00000000000000000baa,140,9,255,255,255,682,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.71290426752921,46.762244937604756]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,293,0.4589,0.4588,0.467,0.4842,0.4784,0.4805,0.476,3617,2860,0.4693,0.3617,0.286,0.4589,0.4588,0.467,0.4842,0.4784,0.4805,0.476,0.4775,0.4922,0,1024,0,0,1024,100,0,00000000000000000bab,140,9,255,255,255,682,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.89211999796827,46.84121115816023]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,294,0.6427,0.6307,0.6211,0.6373,0.6197,0.6173,0.6222,3574,2784,0.6662,0.3482,0.2431,0.6523,0.6324,0.6252,0.6389,0.6193,0.6086,0.6264,0.6038,0.5811,0,1024,0,0,1024,100,0,00000000000000000bac,140,9,255,255,255,682,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.92508167295533,46.70718395779681]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,295,0.7179,0.6774,0.6504,0.6556,0.6306,0.6135,0.6699,4703,4094,0.721,0.4699,0.4096,0.7129,0.6736,0.6466,0.6551,0.6309,0.6138,0.6687,0.6083,0.824,0,1024,0,0,1024,100,0,00000000000000000bad,183.5,9,255,255,255,879.5,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.68132045476766,46.935213467467925]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,296,0.8975,0.8292,0.7796,0.8058,0.7591,0.7361,0.7924,5545,4672.5,0.9596,0.5545,0.4673,0.8975,0.8292,0.7796,0.8058,0.7591,0.7361,0.7924,0.7144,1.4434,0,1024,0,0,1024,100,0,00000000000000000bae,198,9,255,255,255,1048,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.60441433889888,47.01298910804213]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,297,0.9518,0.8386,0.7646,0.7776,0.7355,0.6973,0.8155,4902,3861,0.9475,0.4902,0.3861,0.9518,0.8386,0.7646,0.7776,0.7355,0.6973,0.8155,0.6667,1.3181,0,1024,0,0,1024,100,0,00000000000000000baf,198,9,255,255,255,1134,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.51174530080617,47.065356790813794]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,298,0.9672,0.8924,0.8452,0.8651,0.8253,0.7997,0.8074,3960,2797,1.0661,0.396,0.2797,0.9672,0.8924,0.8452,0.8651,0.8253,0.7997,0.8074,0.7813,0.9753,0,1024,0,0,1024,100,0,00000000000000000bb0,198,9,255,255,255,1134,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.38677453468229,47.112106006258124]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,299,0.9444,0.8742,0.8356,0.8775,0.8287,0.8002,0.831,6379,5727,1.0433,0.6379,0.5727,0.9444,0.8742,0.8356,0.8775,0.8287,0.8002,0.831,0.767,1.6284,0,1024,0,0,1024,100,0,00000000000000000bb1,198,9,255,255,255,1134,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.51037189768171,46.95111016272346]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,300,0.8219,0.7738,0.7505,0.7717,0.7404,0.7232,0.7402,5352.5,4116,0.8864,0.5352,0.4116,0.8219,0.7738,0.7505,0.7717,0.7404,0.7232,0.7402,0.7181,0.9484,0,1024,0,0,1024,100,0,00000000000000000bb2,198,9,255,255,255,937,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.3194866997858,46.91360020466186]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,301,0.5767,0.5607,0.5622,0.5774,0.5563,0.5455,0.5646,4779,3903,0.581,0.4779,0.3903,0.5767,0.5607,0.5622,0.5774,0.5563,0.5455,0.5646,0.5369,0.6549,0,1024,0,0,1024,100,0,00000000000000000bb3,198,9,255,255,255,740,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.36205773754304,46.846954480317066]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,302,0.5315,0.5045,0.4926,0.5204,0.4986,0.4866,0.5016,4633,4474,0.5532,0.4633,0.4474,0.5315,0.5045,0.4926,0.5204,0.4986,0.4866,0.5016,0.4784,0.918,0,1024,0,0,1024,100,0,00000000000000000bb4,198,9,255,255,255,937,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.51723891330401,46.88169533662447]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,303,0.3864,0.4032,0.415,0.4378,0.4395,0.4447,0.4173,4244,4146,0.4758,0.4244,0.4146,0.3864,0.4032,0.415,0.4378,0.4395,0.4447,0.4173,0.4574,0.6763,0,1024,0,0,1024,100,0,00000000000000000bb5,198,9,255,255,255,740,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.53371975079754,46.77834229240769]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,304,0.5605,0.5237,0.4946,0.515,0.4943,0.4873,0.4848,3951,3814,0.6393,0.3951,0.3814,0.5605,0.5237,0.4946,0.515,0.4943,0.4873,0.4848,0.4812,0.8137,0,1024,0,0,1024,100,0,00000000000000000bb6,198,9,255,255,255,1134,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.38540113155783,47.04290075790864]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,305,0.5601,0.5087,0.4741,0.4863,0.4568,0.4415,0.4696,2552,2359,0.5967,0.2552,0.2359,0.5601,0.5087,0.4741,0.4863,0.4568,0.4415,0.4696,0.4359,0.6489,0,1024,0,0,1024,100,0,00000000000000000bb7,198,9,255,255,255,1134,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.20687656178208,47.02043580680138]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,306,0.6362,0.5887,0.562,0.5769,0.5452,0.5346,0.5791,4252.5,3454,0.674,0.4252,0.3454,0.6362,0.5887,0.562,0.5769,0.5452,0.5346,0.5791,0.5236,0.7128,0,1024,0,0,1024,100,0,00000000000000000bb8,198,9,255,255,255,937,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.15743850840252,46.90984564157487]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,307,0.2442,0.2094,0.1901,0.1951,0.1857,0.1796,0.2045,1916,1837,0.2672,0.1916,0.1837,0.2442,0.2094,0.1901,0.1951,0.1857,0.1796,0.2045,0.1845,0.279,0,1024,0,0,1024,34,0,00000000000000000bb9,198,8,246,214,194,1134,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.0269741297808,47.24203529275343]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,308,0.4182,0.3859,0.3659,0.3799,0.357,0.349,0.3666,3262,3016,0.4262,0.3262,0.3016,0.4182,0.3859,0.3659,0.3799,0.357,0.349,0.3666,0.3423,0.5105,0,1024,0,0,1024,100,0,00000000000000000bba,198,9,255,255,255,1134,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.04620177352325,47.29236070724261]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,309,0.4334,0.4215,0.4168,0.4344,0.4181,0.4088,0.3999,3512,3195,0.497,0.3512,0.3195,0.4334,0.4215,0.4168,0.4344,0.4181,0.4088,0.3999,0.414,0.6115,0,1024,0,0,1024,100,0,00000000000000000bbb,198,9,255,255,255,1134,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.25494121203717,47.223387332147915]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,310,0.8128,0.7709,0.7555,0.7851,0.7554,0.7381,0.7411,5538,4281,0.888,0.5538,0.4281,0.8128,0.7709,0.7555,0.7851,0.7554,0.7381,0.7411,0.7288,0.9147,0,1024,0,0,1024,100,0,00000000000000000bbc,198,9,255,255,255,1134,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.15057149278022,47.29236070724261]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,311,0.3651,0.345,0.334,0.3528,0.3364,0.3292,0.3346,3141,3065,0.3858,0.3141,0.3065,0.3651,0.345,0.334,0.3528,0.3364,0.3292,0.3346,0.3259,0.5165,0,1024,0,0,1024,100,0,00000000000000000bbd,198,9,255,255,255,1134,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.07229197378697,47.0954601820256]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,312,1.0396,0.9942,0.9755,1.0036,0.9681,0.9396,0.9895,5837.5,4281,1.0432,0.5838,0.4281,1.0396,0.9942,0.9755,1.0036,0.9681,0.9396,0.9895,0.9245,1.2307,0,1024,0,0,1024,100,0,00000000000000000bbe,180.5,9,255,255,255,800,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.26138661081363,46.662704424788686]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,313,0.671,0.6547,0.6478,0.6747,0.6522,0.6459,0.6453,4959,3909,0.7232,0.4959,0.3909,0.671,0.6547,0.6478,0.6747,0.6522,0.6459,0.6453,0.6328,0.8886,0,1024,0,0,1024,100,0,00000000000000000bbf,163,9,255,255,255,860,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.1913519696682,46.65610495522959]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,314,0.8236,0.8024,0.7931,0.8147,0.7787,0.7706,0.7963,5996.5,4846,0.8652,0.5996,0.4846,0.8236,0.8024,0.7931,0.8147,0.7787,0.7706,0.7963,0.7598,1.0144,0,1024,0,0,1024,100,0,00000000000000000bc0,180.5,9,255,255,255,800,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.35340016105148,46.71027857392791]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,315,0.5126,0.4939,0.4859,0.4954,0.4808,0.4776,0.4974,3689,3105.5,0.5186,0.3689,0.3106,0.5126,0.4939,0.4859,0.4954,0.4808,0.4776,0.4974,0.4724,0.545,0,1024,0,0,1024,100,0,00000000000000000bc1,180.5,9,255,255,255,800,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.27924085143164,46.63630654655228]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,316,0.5382,0.5393,0.5468,0.5628,0.5406,0.5371,0.548,4119,4166,0.5515,0.4119,0.4166,0.5382,0.5393,0.5468,0.5628,0.5406,0.5371,0.548,0.5315,0.649,0,1024,0,0,1024,100,0,00000000000000000bc2,198,9,255,255,255,740,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.47905316963653,46.755458185801416]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,317,0.4409,0.4381,0.4503,0.4754,0.4608,0.463,0.4487,3949,3401,0.4699,0.3949,0.3401,0.4409,0.4381,0.4503,0.4754,0.4608,0.463,0.4487,0.4603,0.6446,0,1024,0,0,1024,100,0,00000000000000000bc3,198,9,255,255,255,740,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.44952946156167,46.80577022298744]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,318,0.5649,0.5552,0.5456,0.5643,0.5369,0.5266,0.5362,4557.5,3883.5,0.5775,0.456,0.3888,0.5566,0.55,0.5425,0.5614,0.5344,0.5244,0.5345,0.5164,0.818,0,1024,0,0,1024,100,0,00000000000000000bc4,189.25,9,255,255,255,1012.25,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.3451597423047,46.84194690983405]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,319,0.7184,0.6642,0.618,0.6306,0.5891,0.5702,0.6559,4054,2901,0.7186,0.4054,0.2901,0.7184,0.6642,0.618,0.6306,0.5891,0.5702,0.6559,0.552,0.951,0,1024,0,0,1024,100,0,00000000000000000bc5,198,9,255,255,255,937,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.46189008968182,46.84382419137755]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,320,0.5903,0.5796,0.5713,0.5786,0.5484,0.5204,0.6003,4698,4026.5,0.4798,0.4698,0.4026,0.5903,0.5796,0.5713,0.5786,0.5484,0.5204,0.6003,0.503,0.6782,0,1024,0,0,1024,100,0,00000000000000000bc6,180.5,9,255,255,255,800,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.26138661081363,46.803420276732275]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,321,0.3854,0.3672,0.3416,0.3516,0.3498,0.3418,0.4106,3319,3016.5,0.3196,0.3319,0.3017,0.3854,0.3672,0.3416,0.3516,0.3498,0.3418,0.4106,0.3408,0.511,0,1024,0,0,1024,100,0,00000000000000000bc7,198,9,255,255,255,937,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.6640701905461,46.85295197123395]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,322,0.4477,0.4642,0.4714,0.5005,0.4981,0.4969,0.5017,4404,3879,0.466,0.4404,0.3879,0.4477,0.4642,0.4714,0.5005,0.4981,0.4969,0.5017,0.5016,0.6741,0,1024,0,0,1024,100,0,00000000000000000bc8,198,9,255,255,255,740,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.63660212805688,46.811611645367456]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,323,0.2083,0.2193,0.2201,0.2169,0.1995,0.205,0.2461,2338,2071,0.1649,0.2338,0.2071,0.2083,0.2193,0.2201,0.2169,0.1995,0.205,0.2461,0.2029,0.2422,0,1024,0,0,1024,86,0,00000000000000000bc9,198,9,212,223,224,740,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.63660212805688,46.73636877419161]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,324,0.2109,0.2395,0.2639,0.2802,0.2846,0.2904,0.2585,3084,3034,0.2546,0.3084,0.3034,0.2109,0.2395,0.2639,0.2802,0.2846,0.2904,0.2585,0.3043,0.3499,0,1024,0,0,1024,100,0,00000000000000000bca,198,9,215,244,255,740,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.6551430702371,46.73778230922555]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,325,0.7205,0.7107,0.7105,0.7322,0.719,0.712,0.73,5255,4049,0.7821,0.5255,0.4049,0.7205,0.7107,0.7105,0.7322,0.719,0.712,0.73,0.7087,0.9058,0,1024,0,0,1024,100,0,00000000000000000bcb,198,9,255,255,255,740,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.91293707943997,46.60365700863896]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,326,0.4659,0.4637,0.4609,0.4743,0.4643,0.4602,0.4843,3802,3365,0.4732,0.3802,0.3365,0.4659,0.4637,0.4609,0.4743,0.4643,0.4602,0.4843,0.4621,0.5875,0,1024,0,0,1024,100,0,00000000000000000bcc,198,9,255,255,255,740,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.89508729792303,46.62252346519608]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,327,0.6328,0.6287,0.6212,0.6498,0.6395,0.6388,0.6404,3819,3599,0.668,0.3819,0.3599,0.6328,0.6287,0.6212,0.6498,0.6395,0.6388,0.6404,0.6362,0.7942,0,1024,0,0,1024,100,0,00000000000000000bcd,198,9,255,255,255,740,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.89714740260972,46.64798047311021]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,328,0.6473,0.6332,0.6188,0.6339,0.6142,0.6033,0.639,3608,3252,0.6162,0.3608,0.3252,0.6473,0.6332,0.6188,0.6339,0.6142,0.6033,0.639,0.6021,0.7294,0,1024,0,0,1024,100,0,00000000000000000bce,198,9,255,255,255,740,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.82298809298986,46.63808126877156]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,329,0.4021,0.41,0.4127,0.4278,0.4223,0.4177,0.4306,3546,3038,0.4458,0.3546,0.3038,0.4021,0.41,0.4127,0.4278,0.4223,0.4177,0.4306,0.4227,0.5942,0,1024,0,0,1024,100,0,00000000000000000bcf,198,9,255,255,255,740,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.83122851173663,46.67013328714372]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,330,0.6024,0.5927,0.5882,0.6076,0.5979,0.5935,0.6274,4996,4284,0.5741,0.4996,0.4284,0.6024,0.5927,0.5882,0.6076,0.5979,0.5935,0.6274,0.596,0.6685,0,1024,0,0,1024,100,0,00000000000000000bd0,198,9,255,255,255,740,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.84496254298125,46.72570260447176]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,331,0.5276,0.5369,0.5393,0.5585,0.5587,0.5503,0.584,4735,4067,0.4929,0.4735,0.4067,0.5276,0.5369,0.5393,0.5585,0.5587,0.5503,0.584,0.5527,0.6143,0,1024,0,0,1024,100,0,00000000000000000bd1,198,9,255,255,255,740,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.85251626016579,46.718171182792496]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,332,0.2822,0.3046,0.3145,0.3302,0.3256,0.3255,0.354,3484,3448,0.2592,0.3484,0.3448,0.2822,0.3046,0.3145,0.3302,0.3256,0.3255,0.354,0.3316,0.4476,0,1024,0,0,1024,100,0,00000000000000000bd2,198,9,255,255,255,740,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.8126875695564,46.77322324439834]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,333,0.3539,0.38,0.3875,0.4185,0.442,0.4478,0.4506,3816,3502,0.3567,0.3816,0.3502,0.3539,0.38,0.3875,0.4185,0.442,0.4478,0.4506,0.4602,0.5533,0,1024,0,0,1024,100,0,00000000000000000bd3,198,9,255,255,255,740,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.78179045835708,46.83385364142205]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
2020-09-28,Sentinel-2A,cloud,BJM,334,0.4351,0.3927,0.3701,0.3904,0.3816,0.3721,0.3796,3005,2816,0.4555,0.3005,0.2816,0.4351,0.3927,0.3701,0.3904,0.3816,0.3721,0.3796,0.3659,0.5196,0,1024,0,0,1024,100,0,00000000000000000bd4,198,9,255,255,255,1134,2020-09-28T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.99001264114878,46.951435677100356]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,010000000000
