system:index,AOT,B11,B12,B5,B6,B7,B8,Blue,Green,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,Red,SCL,SR_B1,SR_B11,SR_B12,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_B8,SR_B8A,SR_B9,TCI_B,TCI_G,TCI_R,WVP,cirrus,class,date,mission,opaque_cloud,system:time_start,vol_init,.geo
00000000000000000bc7,198,3319,3016.5,0.3516,0.3498,0.34175,0.41065,0.38535,0.36725,100,0,0,0,1024,0.34155,9,0.31955,0.33190000000000003,0.30165000000000003,0.38535,0.36725,0.34155,0.3516,0.3498,0.34175,0.41065,0.34075,0.51095,255,255,255,937,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.6640701905461,46.85295197123395]}"
00000000000000000bc8,198,4404,3879,0.5005000000000001,0.4981,0.4969,0.5017,0.4477,0.4642,100,0,0,0,1024,0.4714,9,0.466,0.4404,0.3879,0.4477,0.4642,0.4714,0.5005000000000001,0.4981,0.4969,0.5017,0.5016,0.6741,255,255,255,740,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.63660212805688,46.811611645367456]}"
00000000000000000bc9,198,2338,2071,0.2169,0.1995,0.205,0.2461,0.2083,0.2193,86,0,0,0,1024,0.2201,9,0.16490000000000002,0.2338,0.2071,0.2083,0.2193,0.2201,0.2169,0.1995,0.205,0.2461,0.2029,0.2422,212,223,224,740,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.63660212805688,46.73636877419161]}"
00000000000000000bca,198,3084,3034,0.2802,0.2846,0.2904,0.2585,0.2109,0.2395,100,0,0,0,1024,0.2639,9,0.2546,0.3084,0.3034,0.2109,0.2395,0.2639,0.2802,0.2846,0.2904,0.2585,0.3043,0.34990000000000004,215,244,255,740,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.6551430702371,46.73778230922555]}"
00000000000000000bcb,198,5255,4049,0.7322000000000001,0.7190000000000001,0.7120000000000001,0.73,0.7205,0.7107,100,0,0,0,1024,0.7105,9,0.7821,0.5255000000000001,0.4049,0.7205,0.7107,0.7105,0.7322000000000001,0.7190000000000001,0.7120000000000001,0.73,0.7087,0.9058,255,255,255,740,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.91293707943997,46.60365700863896]}"
00000000000000000bcc,198,3802,3365,0.4743,0.4643000000000001,0.4602,0.4843,0.4659,0.4637,100,0,0,0,1024,0.4609,9,0.4732,0.3802,0.3365,0.4659,0.4637,0.4609,0.4743,0.4643000000000001,0.4602,0.4843,0.4621,0.5875,255,255,255,740,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.89508729792303,46.62252346519608]}"
00000000000000000bcd,198,3819,3599,0.6498,0.6395000000000001,0.6388,0.6404000000000001,0.6328,0.6287,100,0,0,0,1024,0.6212,9,0.668,0.3819,0.3599,0.6328,0.6287,0.6212,0.6498,0.6395000000000001,0.6388,0.6404000000000001,0.6362,0.7942,255,255,255,740,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.89714740260972,46.64798047311021]}"
00000000000000000bce,198,3608,3252,0.6339,0.6142000000000001,0.6033000000000001,0.639,0.6473,0.6332,100,0,0,0,1024,0.6188,9,0.6162000000000001,0.3608,0.3252,0.6473,0.6332,0.6188,0.6339,0.6142000000000001,0.6033000000000001,0.639,0.6021000000000001,0.7294,255,255,255,740,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.82298809298986,46.63808126877156]}"
00000000000000000bcf,198,3546,3038,0.4278,0.4223,0.4177,0.4306,0.4021,0.41,100,0,0,0,1024,0.4127,9,0.4458,0.3546,0.3038,0.4021,0.41,0.4127,0.4278,0.4223,0.4177,0.4306,0.4227,0.5942000000000001,255,255,255,740,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.83122851173663,46.67013328714372]}"
00000000000000000bd0,198,4996,4284,0.6076,0.5979,0.5935,0.6274000000000001,0.6024,0.5927,100,0,0,0,1024,0.5882000000000001,9,0.5741,0.4996,0.4284,0.6024,0.5927,0.5882000000000001,0.6076,0.5979,0.5935,0.6274000000000001,0.596,0.6685,255,255,255,740,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.84496254298125,46.72570260447176]}"
00000000000000000bd1,198,4735,4067,0.5585,0.5587,0.5503,0.5840000000000001,0.5276000000000001,0.5369,100,0,0,0,1024,0.5393,9,0.4929,0.4735,0.4067,0.5276000000000001,0.5369,0.5393,0.5585,0.5587,0.5503,0.5840000000000001,0.5527000000000001,0.6143000000000001,255,255,255,740,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.85251626016579,46.718171182792496]}"
00000000000000000bd2,198,3484,3448,0.3302,0.3256,0.3255,0.35400000000000004,0.2822,0.30460000000000004,100,0,0,0,1024,0.3145,9,0.2592,0.34840000000000004,0.3448,0.2822,0.30460000000000004,0.3145,0.3302,0.3256,0.3255,0.35400000000000004,0.3316,0.4476,255,255,255,740,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.8126875695564,46.77322324439834]}"
00000000000000000bd3,198,3816,3502,0.4185,0.442,0.4478,0.4506,0.3539,0.38,100,0,0,0,1024,0.3875,9,0.3567,0.3816,0.3502,0.3539,0.38,0.3875,0.4185,0.442,0.4478,0.4506,0.4602,0.5533,255,255,255,740,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.78179045835708,46.83385364142205]}"
00000000000000000bd4,198,3005,2816,0.3904,0.3816,0.3721,0.3796,0.4351,0.3927,100,0,0,0,1024,0.3701,9,0.4555,0.3005,0.2816,0.4351,0.3927,0.3701,0.3904,0.3816,0.3721,0.3796,0.3659,0.5196000000000001,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.99001264114878,46.951435677100356]}"
00000000000000000bd5,198,3113,2789,0.4014,0.3817,0.3724,0.3849,0.4535,0.4167,100,0,0,0,1024,0.3914,9,0.4825,0.3113,0.27890000000000004,0.4535,0.4167,0.3914,0.4014,0.3817,0.3724,0.3849,0.3641,0.4741,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.99413285052216,47.0315255911213]}"
00000000000000000bd6,198,3611,3037,0.497,0.4718,0.4599,0.4718,0.5423,0.5029,100,0,0,0,1024,0.4781,9,0.5938,0.3611,0.3037,0.5423,0.5029,0.4781,0.497,0.4718,0.4599,0.4718,0.4511,0.5762,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.98657913333763,47.072228265537156]}"
00000000000000000bd7,198,3255,3023,0.3891,0.3814,0.3755,0.3913,0.419,0.3948,100,0,0,0,1024,0.3695,9,0.4567,0.3255,0.3023,0.419,0.3948,0.3695,0.3891,0.3814,0.3755,0.3913,0.3697,0.5825,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.91516662996669,46.970649943539655]}"
00000000000000000bd8,198,4124,3608,0.5374,0.53,0.5202,0.5303,0.5752,0.5449,100,0,0,0,1024,0.5136000000000001,9,0.613,0.4124,0.3608,0.5752,0.5449,0.5136000000000001,0.5374,0.53,0.5202,0.5303,0.5132,0.6392,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.8938833406386,46.96034050190408]}"
00000000000000000bd9,198,2687,2609,0.3028,0.2932,0.2857,0.2907,0.3301,0.3064,93,0,0,0,1024,0.2928,9,0.36010000000000003,0.2687,0.2609,0.3301,0.3064,0.2928,0.3028,0.2932,0.2857,0.2907,0.2858,0.3611,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.92615385496238,47.03994883301126]}"
00000000000000000bda,198,4276,3822,0.4954,0.4766,0.4685,0.4769000000000001,0.5179,0.4968,100,0,0,0,1024,0.4783,9,0.5187,0.4276,0.3822,0.5179,0.4968,0.4783,0.4954,0.4766,0.4685,0.4769000000000001,0.4597,0.5354,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.88214698666593,47.10299606280592]}"
00000000000000000bdb,198,4246,4151,0.465,0.4589,0.4524,0.4436,0.4624,0.4513,100,0,0,0,1024,0.4456,9,0.4957,0.4246,0.4151,0.4624,0.4513,0.4456,0.465,0.4589,0.4524,0.4436,0.4539,0.5630000000000001,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.55873730546162,47.04500991270691]}"
00000000000000000bdc,198,5886,5050,0.7345,0.7038,0.6885,0.7033,0.7841,0.7369,100,0,0,0,1024,0.7124,9,0.8243,0.5886,0.505,0.7841,0.7369,0.7124,0.7345,0.7038,0.6885,0.7033,0.6727000000000001,0.8849,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.76234877776405,47.22518880897351]}"
00000000000000000bdd,198,2509,1995,0.4153,0.4094,0.4062,0.3418,0.3952,0.3962,100,0,0,0,1024,0.3989,9,0.5705,0.2509,0.1995,0.3952,0.3962,0.3989,0.4153,0.4094,0.4062,0.3418,0.4083,0.552,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.78500992931767,47.27552760076585]}"
00000000000000000bde,198,4947,4047,0.6969000000000001,0.6623,0.6498,0.6636000000000001,0.7669,0.7086,100,0,0,0,1024,0.6697000000000001,9,0.8518,0.4947,0.4047,0.7669,0.7086,0.6697000000000001,0.6969000000000001,0.6623,0.6498,0.6636000000000001,0.632,1.1401,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.85367116733862,47.292762026337435]}"
00000000000000000bdf,198,3162,2917,0.3764,0.3541,0.3471,0.3733,0.4364,0.3903,100,0,0,0,1024,0.3664,9,0.4425,0.31620000000000004,0.2917,0.4364,0.3903,0.3664,0.3764,0.3541,0.3471,0.3733,0.3421,0.4966,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.99718287564272,47.292762026337435]}"
00000000000000000be0,198,3704,3465,0.4079,0.3943,0.3874,0.3833,0.4113,0.3965,100,0,0,0,1024,0.3917,9,0.4331,0.3704,0.34650000000000003,0.4113,0.3965,0.3917,0.4079,0.3943,0.3874,0.3833,0.3908,0.4459,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.99504696623814,47.18892739920688]}"
00000000000000000be1,198,3445,3492,0.3578,0.33740000000000003,0.32270000000000004,0.3722,0.392,0.3657,100,0,0,0,1024,0.3462,9,0.3688,0.34450000000000003,0.3492,0.392,0.3657,0.3462,0.3578,0.33740000000000003,0.32270000000000004,0.3722,0.3129,0.5797,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.52400536735631,47.23417389759621]}"
00000000000000000be2,198,4566.5,3973.5,0.54955,0.5266500000000001,0.51535,0.5449,0.5604,0.5406500000000001,100,0,0,0,1024,0.5265,9,0.56575,0.45665,0.39735,0.5604,0.5406500000000001,0.5265,0.54955,0.5266500000000001,0.51535,0.5449,0.5092000000000001,0.802,255,255,255,937,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.44322875177315,46.870025869167605]}"
00000000000000000be3,198,3146,2849.5,0.356,0.34325000000000006,0.333,0.3589,0.37345,0.3517,100,0,0,0,1024,0.3437,9,0.3889,0.3146,0.28495000000000004,0.37345,0.3517,0.3437,0.356,0.34325000000000006,0.333,0.3589,0.33540000000000003,0.5587,255,255,255,937,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.39722420620474,46.86768038201348]}"
00000000000000000be4,189.25,3189,2956.5,0.35465,0.34090000000000004,0.3356,0.33840000000000003,0.34755,0.34055,100,0,0,0,1024,0.33875,9,0.371175,0.31920000000000004,0.29600000000000004,0.338025,0.33415,0.334325,0.350825,0.3376,0.33265,0.33577500000000005,0.330125,0.5605500000000001,255,255,255,1012.25,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.3546531684475,46.86533043575832]}"
00000000000000000be5,198,3576,3611,0.4106,0.3942,0.3849,0.3921,0.4444,0.4157,100,0,0,0,1024,0.395,9,0.5111,0.35760000000000003,0.3611,0.4444,0.4157,0.395,0.4106,0.3942,0.3849,0.3921,0.3801,0.5671,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.42765757089451,47.1372419588964]}"
00000000000000000be6,198,2918,2914,0.335,0.32230000000000003,0.316,0.3054,0.3516,0.334,100,0,0,0,1024,0.3241,9,0.3709,0.2918,0.2914,0.3516,0.334,0.3241,0.335,0.32230000000000003,0.316,0.3054,0.3058,0.3532,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.39607375813296,47.14938409106493]}"
00000000000000000be7,198,3306,3299,0.3741,0.3602,0.35000000000000003,0.3511,0.3902,0.3697,100,0,0,0,1024,0.3599,9,0.4237,0.3306,0.3299,0.3902,0.3697,0.3599,0.3741,0.3602,0.35000000000000003,0.3511,0.3556,0.4571,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.4139235396499,47.169463423108596]}"
00000000000000000be8,198,3788,3453,0.4568,0.4389,0.4337,0.4293,0.4715,0.4513,100,0,0,0,1024,0.4397,9,0.5159,0.3788,0.3453,0.4715,0.4513,0.4397,0.4568,0.4389,0.4337,0.4293,0.4263,0.5632,255,255,255,1315,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.20175059332483,47.18859742572893]}"
00000000000000000be9,198,4096,3463,0.5173,0.4938,0.4762,0.4954,0.5604,0.5228,100,0,0,0,1024,0.4963,9,0.5971000000000001,0.4096,0.3463,0.5604,0.5228,0.4963,0.5173,0.4938,0.4762,0.4954,0.4621,0.6745,255,255,255,1315,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.15437264463198,47.16479474430564]}"
00000000000000000bea,198,6082,4912,0.8165,0.7833,0.76,0.7829,0.8694000000000001,0.8214,100,0,0,0,1024,0.7904,9,0.9025,0.6082000000000001,0.4912,0.8694000000000001,0.8214,0.7904,0.8165,0.7833,0.76,0.7829,0.7451,1.0152,255,255,255,1315,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.13858296780172,47.138642116627175]}"
00000000000000000beb,198,4575,3826,0.5890000000000001,0.5672,0.5566,0.5443,0.6095,0.5756,100,0,0,0,1024,0.5607,9,0.7048,0.4575,0.3826,0.6095,0.5756,0.5607,0.5890000000000001,0.5672,0.5566,0.5443,0.5464,0.7948000000000001,255,255,255,1315,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.11935532405926,47.12603177884803]}"
00000000000000000bec,198,5278,4649,0.6617000000000001,0.6353,0.6188,0.6176,0.6905,0.6519,100,0,0,0,1024,0.6351,9,0.7256,0.5278,0.4649,0.6905,0.6519,0.6351,0.6617000000000001,0.6353,0.6188,0.6176,0.6127,0.8218000000000001,255,255,255,1315,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.11935532405926,47.08911042212551]}"
00000000000000000bed,198,3423,3543,0.3726,0.3578,0.35150000000000003,0.3543,0.3912,0.3717,100,0,0,0,1024,0.35710000000000003,9,0.421,0.3423,0.3543,0.3912,0.3717,0.35710000000000003,0.3726,0.3578,0.35150000000000003,0.3543,0.3478,0.4698,255,255,255,1315,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.21960483394284,47.10640727511181]}"
00000000000000000bee,198,2625,2785,0.2677,0.2587,0.2508,0.2619,0.29050000000000004,0.2702,69,0,0,0,1024,0.25730000000000003,8,0.3065,0.2625,0.2785,0.29050000000000004,0.2702,0.25730000000000003,0.2677,0.2587,0.2508,0.2619,0.2451,0.3931,255,255,255,1315,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.2015053427669,47.29628471616966]}"
00000000000000000bef,198,3125,3591,0.3113,0.30660000000000004,0.30670000000000003,0.2972,0.3028,0.2962,96,0,0,0,1024,0.2912,9,0.33390000000000003,0.3125,0.35910000000000003,0.3028,0.2962,0.2912,0.3113,0.30660000000000004,0.30670000000000003,0.2972,0.3057,0.5159,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.37412606274789,46.99789505097621]}"
00000000000000000bf0,198,3151,3251,0.33290000000000003,0.3169,0.3109,0.3196,0.3557,0.3307,100,0,0,0,1024,0.3214,9,0.3652,0.3151,0.3251,0.3557,0.3307,0.3214,0.33290000000000003,0.3169,0.3109,0.3196,0.307,0.4269,255,255,255,1134,0,cloud,2020-09-28,SEN2,1024,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.44636795891476,47.11552167766505]}"
00000000000000000b81,198,1,15,1e-4,1e-4,1e-4,1e-4,0.0174,0.0129,0,0,0,0,0,0.0022,6,0.0237,1e-4,0.0015,0.0174,0.0129,0.0022,1e-4,1e-4,1e-4,1e-4,1e-4,NA,18,14,3,1134,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-91.0274334171893,47.14078694423388]}"
00000000000000000b82,198,1,11,4e-4,1e-4,1e-4,1e-4,0.0196,0.0151,0,0,0,0,0,0.0022,6,0.0245,1e-4,0.0011,0.0196,0.0151,0.0022,4e-4,1e-4,1e-4,1e-4,1e-4,NA,21,16,3,1134,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-91.02674671562707,47.133545364123094]}"
00000000000000000b8b,198,6,13,8e-4,1e-4,1e-4,1e-4,0.018,0.014,0,0,0,0,0,0.0017,6,0.023,6.000000000000001e-4,0.0013,0.018,0.014,0.0017,8e-4,1e-4,1e-4,1e-4,1e-4,1e-4,19,15,2,1134,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.81365965358606,47.153187704263516]}"
00000000000000000b8d,198,3,13,1e-4,1e-4,1e-4,1e-4,0.0128,0.0074,0,0,0,0,0,5e-4,6,0.018,3.0000000000000003e-4,0.0013,0.0128,0.0074,5e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,14,8,1,1134,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.63238827756138,47.224114165619625]}"
00000000000000000b8e,198,4,12,4e-4,1e-4,1e-4,1e-4,0.0136,0.0088,0,0,0,0,0,0.001,6,0.0207,4e-4,0.0012,0.0136,0.0088,0.001,4e-4,1e-4,1e-4,1e-4,1e-4,1e-4,14,10,2,1134,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.62758136662576,47.257214072739366]}"
00000000000000000b8f,198,1,14,1e-4,1e-4,1e-4,1e-4,0.012,0.009,0,0,0,0,0,4e-4,6,0.0168,1e-4,0.0014,0.012,0.009,4e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,13,10,1,1134,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.51840473643318,47.19472868967742]}"
00000000000000000b90,198,15,14,2e-4,1e-4,1e-4,1e-4,0.0135,0.0116,0,0,0,0,0,0.0011,6,0.0171,0.0015,0.0014,0.0135,0.0116,0.0011,2e-4,1e-4,1e-4,1e-4,1e-4,1e-4,14,12,2,1134,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.55616886325483,47.18632774329273]}"
00000000000000000b91,198,3,15,0.0025,1e-4,1e-4,1e-4,0.0126,0.0107,0,0,0,0,0,0.0012,6,0.0179,3.0000000000000003e-4,0.0015,0.0126,0.0107,0.0012,0.0025,1e-4,1e-4,1e-4,1e-4,NA,13,12,2,1134,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.65561573494877,47.14433192957138]}"
00000000000000000b92,198,11,16,1e-4,1e-4,3.0000000000000003e-4,1e-4,0.0081,0.006,0,0,0,0,0,1e-4,6,0.014,0.0011,0.0016,0.0081,0.006,1e-4,1e-4,1e-4,3.0000000000000003e-4,1e-4,1e-4,NA,9,7,1,1134,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.50661041414682,47.14433192957138]}"
00000000000000000b93,198,1,6,7e-4,1e-4,1e-4,1e-4,0.0142,0.0126,0,0,0,0,0,5e-4,6,0.021,1e-4,6.000000000000001e-4,0.0142,0.0126,5e-4,7e-4,1e-4,1e-4,1e-4,1e-4,1e-4,15,14,1,1134,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.82178413570543,47.07095742173692]}"
00000000000000000b94,198,9,11,0.0016,0.0011,1e-4,1e-4,0.0209,0.0185,0,0,0,0,0,0.0027,6,0.0261,9.000000000000001e-4,0.0011,0.0209,0.0185,0.0027,0.0016,0.0011,1e-4,1e-4,1e-4,1e-4,22,19,4,1134,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.74968493077226,47.05692908982279]}"
00000000000000000b95,198,2,15,1e-4,1e-4,1e-4,1e-4,0.0127,0.0119,0,0,0,0,0,5e-4,6,0.0199,2e-4,0.0015,0.0127,0.0119,5e-4,1e-4,1e-4,1e-4,1e-4,1e-4,NA,13,13,1,1134,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.81423041852089,47.134526366354855]}"
00000000000000000b96,198,2,2,1e-4,1e-4,1e-4,1e-4,0.0178,0.0123,0,0,0,0,0,0.0011,6,0.022,2e-4,2e-4,0.0178,0.0123,0.0011,1e-4,1e-4,1e-4,1e-4,1e-4,NA,19,13,2,1134,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.98795253646209,47.15881063069191]}"
00000000000000000b97,198,22,25.5,1e-4,1e-4,1e-4,1e-4,0.0143,0.011,0,0,0,0,0,0.0016,6,0.0167,0.0022,0.00255,0.0143,0.011,0.0016,1e-4,1e-4,1e-4,1e-4,2e-4,1e-4,15,12,2.5,1224.5,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.3039844031772,47.06062568459608]}"
00000000000000000b99,198,6.5,30.5,3.0000000000000003e-4,1e-4,1e-4,1e-4,0.01495,0.01095,0,0,0,0,0,0.0015,6,0.0197,6.5e-4,0.00305,0.01495,0.01095,0.0015,3.0000000000000003e-4,1e-4,1e-4,1e-4,1e-4,1e-4,16,12,2,1224.5,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.32801895785526,47.205903196917355]}"
00000000000000000b9a,198,8,24.5,4e-4,1e-4,1e-4,1e-4,0.01205,0.00835,0,0,0,0,0,0.0015,6,0.01735,8e-4,0.00245,0.01205,0.00835,0.0015,4e-4,1e-4,1e-4,1e-4,1e-4,1e-4,13,9,2.5,1224.5,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.31428492661065,47.235279754657455]}"
00000000000000000b9b,198,4,21,3.0000000000000003e-4,1e-4,1e-4,1e-4,0.016,0.0082,0,0,0,0,0,8e-4,6,0.0198,4e-4,0.0021,0.016,0.0082,8e-4,3.0000000000000003e-4,1e-4,1e-4,1e-4,1e-4,1e-4,17,9,1,1315,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.18245160396552,47.23761186450841]}"
00000000000000000b9c,198,16,30,8e-4,2e-4,1e-4,1e-4,0.0135,0.0087,0,0,0,0,0,0.0023,6,0.0181,0.0016,0.003,0.0135,0.0087,0.0023,8e-4,2e-4,1e-4,1e-4,1e-4,1e-4,14,10,3,1134,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.42826846773883,47.286541580367874]}"
00000000000000000b9d,198,22,35,1e-4,1e-4,1e-4,1e-4,0.0167,0.0132,0,0,0,0,0,0.002,6,0.0206,0.0022,0.0035,0.0167,0.0132,0.002,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,18,14,3,1315,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.23695519614179,47.00775858250643]}"
00000000000000000b9e,198,15,30,0.0012,1e-4,1e-4,1e-4,0.0185,0.0123,0,0,0,0,0,0.0013,6,0.0213,0.0015,0.003,0.0185,0.0123,0.0013,0.0012,1e-4,1e-4,1e-4,1e-4,1e-4,20,13,2,1315,0,openWater,2020-09-28,SEN2,0,2020-09-28T00:00:00Z,BJM,"{""type"":""Point"",""coordinates"":[-90.19644426307123,46.989494104591515]}"
